Season,T1TeamID,T2TeamID,T1AverageScore,T2AverageScore,PointDifference,T1Seed,T2Seed,SeedDifference,T1Rating,T2Rating,RatingDifference,T1Grade,T2Grade,GradeDifference,Divison,DivisonLabel,Win,WinLabel,T1AverageFGM,T1AverageFGA,T1AverageFGM3,T1AverageFGA3,T1AverageFTM,T1AverageFTA,T1AverageOR,T1AverageDR,T1AverageAst,T1AverageTO,T1AverageStl,T1AverageBlk,T1AveragePF,T1AverageOpponentScore,T1AverageOpponentFGM,T1AverageOpponentFGA,T1AverageOpponentFGM3,T1AverageOpponentFGA3,T1AverageOpponentFTM,T1AverageOpponentFTA,T1AverageOpponentOR,T1AverageOpponentDR,T1AverageOpponentAst,T1AverageOpponentTO,T1AverageOpponentStl,T1AverageOpponentBlk,T1AverageOpponentPF,T1AveragePointDifference,T2AverageFGM,T2AverageFGA,T2AverageFGM3,T2AverageFGA3,T2AverageFTM,T2AverageFTA,T2AverageOR,T2AverageDR,T2AverageAst,T2AverageTO,T2AverageStl,T2AverageBlk,T2AveragePF,T2AverageOpponentScore,T2AverageOpponentFGM,T2AverageOpponentFGA,T2AverageOpponentFGM3,T2AverageOpponentFGA3,T2AverageOpponentFTM,T2AverageOpponentFTA,T2AverageOpponentOR,T2AverageOpponentDR,T2AverageOpponentAst,T2AverageOpponentTO,T2AverageOpponentStl,T2AverageOpponentBlk,T2AverageOpponentPF,T2AveragePointDifference
2003,1421,1411,69.61532567049808,72.53333333333333,7.1111111111111,16,16,0,1004.5112850243693,1006.0688395697455,-1.557554545376206,-3.0997405221961185,2.1154951175077716,-5.21523563970389,1,M,1,Winner,23.847509578544063,55.639846743295024,6.3486590038314175,17.658237547892718,15.571647509578543,20.428352490421457,12.011494252873563,22.65287356321839,12.740229885057472,15.931034482758621,6.927969348659004,2.9371647509578542,18.769348659003832,76.94789272030651,27.242145593869733,59.71264367816092,7.459003831417625,20.307279693486592,15.004597701149425,22.15785440613027,13.46360153256705,22.401532567049806,15.563218390804597,12.568582375478927,8.679693486590038,4.14176245210728,18.26513409961686,-7.332567049808429,24.644444444444446,55.05185185185186,5.911111111111111,18.437037037037037,17.333333333333332,27.92962962962963,13.103703703703703,24.67777777777778,14.14074074074074,15.166666666666666,6.407407407407407,2.2222222222222223,18.211111111111112,70.58518518518518,25.581481481481482,60.14074074074074,7.507407407407408,23.05185185185185,11.914814814814815,18.655555555555555,11.881481481481481,22.78148148148148,13.718518518518518,14.25925925925926,7.977777777777778,2.596296296296296,21.533333333333335,1.9481481481481482
2003,1112,1436,84.51190476190477,67.2551724137931,29.0,1,16,15,1428.1000634452048,1163.4089335650567,264.6911298801481,27.707624636604265,8.728406441011717,18.979218195592548,1,M,1,Winner,30.06746031746032,65.08730158730158,6.984126984126983,19.857142857142858,17.392857142857142,24.813492063492067,15.051587301587302,27.440476190476193,17.488095238095237,14.666666666666668,8.396825396825397,4.186507936507937,17.58730158730159,69.53174603174604,26.115079365079364,64.10714285714286,6.253968253968254,19.797619047619047,11.047619047619047,17.503968253968253,12.980158730158731,23.06746031746032,15.34126984126984,16.738095238095237,5.904761904761905,2.369047619047619,21.88888888888889,14.980158730158731,24.63448275862069,55.42758620689656,5.241379310344827,15.310344827586206,12.744827586206897,19.379310344827587,12.903448275862068,25.56551724137931,14.096551724137932,13.993103448275862,6.841379310344828,2.9586206896551723,15.703448275862069,62.56551724137931,22.599999999999998,54.69655172413793,7.0344827586206895,21.344827586206897,10.331034482758621,15.482758620689655,9.517241379310345,21.641379310344828,13.158620689655173,12.910344827586206,7.082758620689655,3.6551724137931036,17.772413793103446,4.689655172413793
2003,1113,1272,75.34482758620689,74.21072796934867,13.0,10,7,-3,1169.1816111939356,1344.9077330634825,-175.7261218695469,19.701428749488656,19.004846186430488,0.6965825630581683,1,M,1,Winner,27.00383141762452,56.43678160919541,3.9770114942528734,12.475095785440613,17.360153256704983,25.877394636015325,13.50191570881226,23.11111111111111,15.448275862068966,13.881226053639846,5.164750957854406,4.1915708812260535,19.260536398467433,68.57471264367817,24.57471264367816,55.17624521072797,5.398467432950191,15.766283524904214,14.026819923371647,20.375478927203066,10.931034482758621,20.367816091954023,13.946360153256705,15.402298850574713,5.950191570881225,3.908045977011494,22.624521072796934,6.770114942528735,26.183908045977013,59.76245210727969,6.969348659003831,19.99616858237548,14.873563218390803,22.766283524904214,14.019157088122604,25.846743295019156,16.555555555555554,13.739463601532567,7.363984674329502,5.042145593869732,18.69348659003831,65.51724137931035,23.16475095785441,57.593869731800766,5.854406130268199,18.218390804597703,13.333333333333334,20.659003831417625,12.295019157088122,23.482758620689655,13.237547892720308,15.019157088122604,7.252873563218391,3.153256704980843,19.82758620689655,8.693486590038315
2003,1141,1166,79.34482758620689,79.006734006734,6.0,11,6,-5,1358.1628407681374,1382.642338302629,-24.479497534491657,10.679633878464479,20.664199198725125,-9.984565320260646,1,M,1,Winner,26.620689655172413,52.689655172413794,6.827586206896552,17.93103448275862,19.275862068965516,25.17241379310345,10.586206896551724,23.275862068965516,15.620689655172415,18.24137931034483,7.103448275862069,4.0,20.96551724137931,73.24137931034483,26.344827586206897,57.93103448275862,4.9655172413793105,13.89655172413793,15.586206896551724,21.96551724137931,12.241379310344827,18.896551724137932,11.793103448275861,16.06896551724138,8.448275862068966,2.4827586206896552,21.689655172413794,6.103448275862069,28.61952861952862,57.28956228956229,7.942760942760942,20.424242424242426,13.824915824915825,19.95286195286195,10.848484848484848,23.097643097643097,16.784511784511785,13.30976430976431,8.37037037037037,4.427609427609427,17.205387205387208,64.10774410774411,23.7979797979798,55.14814814814815,4.8686868686868685,14.282828282828282,11.643097643097644,16.61952861952862,11.02020202020202,21.28956228956229,12.32996632996633,17.006734006734007,6.306397306397306,2.5690235690235688,19.32323232323232,14.8989898989899
2003,1143,1301,73.6360153256705,72.12222222222222,1.7777777777777857,8,9,1,1174.931675944989,1237.8625644900249,-62.93088854503594,16.066839127494045,21.121888146331337,-5.055049018837291,1,M,1,Winner,27.015325670498086,57.9463601532567,6.314176245210728,16.789272030651343,13.291187739463602,19.371647509578544,11.114942528735632,24.095785440613028,15.816091954022989,14.019157088122604,6.4559386973180075,2.7586206896551726,16.88888888888889,68.92337164750958,25.0727969348659,58.11494252873563,7.0344827586206895,21.237547892720308,11.743295019157088,17.214559386973182,11.049808429118775,22.659003831417625,15.881226053639846,14.708812260536398,5.865900383141763,2.4827586206896552,18.919540229885055,4.71264367816092,24.24814814814815,53.12962962962963,7.940740740740741,22.42962962962963,15.685185185185185,20.385185185185186,9.7,21.907407407407405,14.614814814814816,14.12962962962963,7.737037037037037,3.0481481481481483,18.603703703703705,67.75185185185185,23.337037037037035,52.92592592592593,5.703703703703704,16.9037037037037,15.374074074074075,21.12962962962963,10.514814814814816,21.348148148148148,12.511111111111111,14.581481481481482,7.4185185185185185,2.811111111111111,19.262962962962963,4.37037037037037
2003,1163,1140,79.72592592592592,72.16487455197134,5.0,5,12,7,1316.4328530611015,1288.8473776448532,27.5854754162483,21.78642737078938,20.194469762670803,1.5919576081185767,1,M,1,Winner,29.437037037037037,62.025925925925925,6.040740740740741,15.644444444444444,14.81111111111111,21.985185185185184,14.74074074074074,27.807407407407407,15.574074074074074,15.722222222222223,5.914814814814815,7.714814814814815,18.31851851851852,71.10370370370372,24.77037037037037,65.12222222222222,6.4,20.029629629629632,15.162962962962963,20.914814814814815,15.277777777777777,21.444444444444446,13.52962962962963,13.307407407407407,7.7444444444444445,4.122222222222223,19.17777777777778,8.622222222222222,23.93548387096774,51.039426523297486,6.17562724014337,16.06810035842294,18.118279569892472,24.0573476702509,10.82078853046595,24.344086021505376,13.372759856630823,13.709677419354838,6.910394265232975,2.4982078853046596,21.32616487455197,63.36917562724014,20.867383512544805,51.0752688172043,4.982078853046596,16.182795698924732,16.65232974910394,23.365591397849464,10.394265232974911,20.107526881720432,10.688172043010752,14.437275985663081,5.473118279569892,2.207885304659498,21.301075268817204,8.795698924731184
2003,1181,1161,81.43333333333334,73.68148148148148,10.0,3,14,11,1342.421956370979,1285.8383533623808,56.583603008598175,28.17687463280009,12.175119889207455,16.001754743592635,1,M,1,Winner,27.21333333333333,59.84666666666667,7.293333333333334,20.39333333333333,19.71333333333333,27.82,13.639999999999999,22.98,13.806666666666667,13.926666666666668,8.466666666666667,5.1066666666666665,21.02,69.77333333333333,24.86,56.766666666666666,4.913333333333333,14.4,15.139999999999999,21.706666666666667,12.1,22.4,12.233333333333333,17.673333333333336,6.426666666666667,4.066666666666666,23.02,11.66,26.296296296296298,51.91111111111111,4.181481481481481,11.522222222222222,16.90740740740741,24.144444444444446,10.774074074074074,23.37777777777778,15.41111111111111,16.085185185185185,5.322222222222222,4.214814814814814,20.477777777777778,72.37037037037038,25.733333333333334,57.24074074074074,5.614814814814816,16.27037037037037,15.28888888888889,22.225925925925928,11.948148148148148,18.988888888888887,13.185185185185185,12.2,9.007407407407408,3.0481481481481483,21.203703703703702,1.311111111111111
2003,1211,1153,76.05017921146954,67.32142857142857,5.0,9,8,-1,1223.3843524431084,1126.152359839541,97.23199260356728,18.152893763626196,18.984756687781,-0.8318629241548052,1,M,1,Winner,25.75627240143369,54.84587813620072,7.089605734767025,18.892473118279568,17.448028673835125,24.189964157706093,11.792114695340501,25.00358422939068,15.56989247311828,14.365591397849462,6.759856630824372,3.476702508960573,18.473118279569892,67.21863799283155,23.544802867383513,55.49820788530466,7.344086021505376,19.75627240143369,12.78494623655914,18.544802867383513,9.978494623655914,20.781362007168457,13.577060931899643,14.731182795698926,6.820788530465951,2.0716845878136203,20.458781362007166,8.831541218637993,22.892857142857142,56.67857142857143,6.678571428571429,19.5,14.857142857142858,21.535714285714285,12.142857142857142,23.392857142857142,12.285714285714286,10.607142857142858,5.178571428571429,4.25,18.964285714285715,61.5,21.25,53.107142857142854,5.928571428571429,17.142857142857142,13.071428571428571,19.714285714285715,11.107142857142858,24.142857142857142,11.75,13.928571428571429,4.142857142857143,3.0357142857142856,20.0,5.821428571428571
2003,1228,1443,75.43333333333334,72.81003584229391,5.0,4,13,9,1420.5518625007403,1360.087628475161,60.464234025579344,28.228179114955868,11.768211269852584,16.459967845103286,1,M,1,Winner,27.1,55.8,7.433333333333334,20.166666666666668,13.8,19.1,9.733333333333333,25.4,18.266666666666666,13.166666666666666,7.0,3.1,19.133333333333333,61.4,20.333333333333332,54.06666666666667,5.7,19.1,15.033333333333333,21.233333333333334,11.133333333333333,21.2,11.033333333333333,14.833333333333334,5.7,2.5,18.2,14.033333333333333,25.612903225806452,55.60931899641577,7.67741935483871,20.921146953405017,13.906810035842293,21.00358422939068,12.078853046594983,23.14695340501792,14.14336917562724,15.125448028673835,7.039426523297491,3.5304659498207887,18.401433691756274,66.15770609318996,24.189964157706093,55.70609318996416,4.584229390681004,15.455197132616487,13.193548387096774,19.043010752688172,11.290322580645162,21.487455197132615,11.964157706093191,15.67741935483871,5.956989247311828,2.5161290322580645,19.336917562724015,6.652329749103943
2003,1242,1429,81.33333333333333,65.36666666666666,3.0,2,15,13,1409.8691973802108,1176.5065018853977,233.36269549481312,32.02656360358105,9.80358480285427,22.222978800726786,1,M,1,Winner,30.233333333333334,62.3,4.8,14.133333333333333,16.066666666666666,24.133333333333333,14.3,26.9,16.733333333333334,14.9,10.133333333333333,4.9,16.7,66.36666666666666,24.6,60.53333333333333,6.633333333333334,18.333333333333332,10.533333333333333,15.266666666666667,11.533333333333333,22.5,11.9,17.3,6.833333333333333,4.4,20.0,14.966666666666667,23.488888888888887,51.53703703703704,3.996296296296296,12.037037037037036,14.392592592592592,20.044444444444444,12.551851851851852,22.203703703703702,13.785185185185185,12.14074074074074,5.033333333333333,1.9851851851851852,15.940740740740742,59.51481481481481,21.807407407407407,50.36666666666667,5.714814814814815,16.744444444444444,10.185185185185185,14.64074074074074,9.044444444444444,18.896296296296295,11.133333333333333,12.3,4.951851851851852,2.0814814814814815,17.433333333333334,5.851851851851851
